Content,Date,Heading,_id
"Established in 1784 Gurteen is one of the most established premium brands in the UK today. The focus is all in the fit, fabrics and attention to detail that make the brand stand out from the crowd. From the warming comfort of woollen tweeds in the autumn winter season to the cooler cotton and linen blends in the summer, there is something for everyone. Well known for their stretch cottons chinos the collection embraces tailored jackets, cotton shirts and sweaters that make sure that whatever the occasion, Gurteen has clothing to suit every occasion.",17 August 2021,Greenway Health,63a52ae3e45bcae2d46b7165
"SS Design has been helping our clients Live Your Brand since 1995. We pride ourselves on our ability to provide quality products, including name brand items, at exceptional prices while giving you the specialized attention you deserve.",17 August 2021,GK.NO,63a52ae3e45bcae2d46b7166
"Law Firm in Pennsylvania
Founded in 1988, Steven L. Sugarman & Associates is a regional law firm dedicated to providing clients with high-quality legal services in an efficient and economical manner.",17 August 2021,Ryan Companies,63a52ae4e45bcae2d46b7167
"The Florida Sugar Cane League is a non-profit trade association of Florida growers and processors. The League was founded in 1964 and serves the interests of the members and promotes their projects and activities. All sugarcane farmers, mills and refineries including U.S. Sugar Corporation, Florida Crystals Corporation and the Sugar Cane Growers Cooperative of Florida are members of the League.

The Florida Sugar Industry has a $3.27 Billion economic impact on the State and provides over 12,500 jobs in Florida.",16 August 2021,Montour School District,63a52ae4e45bcae2d46b7168
"IBC24 (Indian Broadcast Channel 24), formerly Zee 24 Ghante Chhattisgarh, is a news channel that was formed on 1 October 2008. The channel focuses on regional news of Chhattisgarh & Madhya Pradesh regions of India. The channel separated from Zee networks on 28 March 2013 and launched itself with a new name IBC24. The channel is owned by S.B Multimedia Pvt Ltd. The channel's slogan is Sawaal Aap Ka Hai which means ""It's all about you"".",9 August 2021,Ospray Video,63a52ae4e45bcae2d46b7169
Rocky,9 August 2021,Brakke Asbestsanering BV,63a52ae4e45bcae2d46b716a
"HI FLY is an airline company that specializes in providing medium to long term wet leasing and charter transportation services. It was founded in 1988 and is based in Lisbon, Portugal",5 August 2021,Northern Financial Services,63a52ae4e45bcae2d46b716b
"Mega Vision is a full service resource for the entire development process for Retail and Hospitality Interiors—from initial concept to the manufacture and installation of architecture, millwork, perimeter fixturing, casework, and loose fixture packages. Our fixtures can be manufactured from metal, wood, acrylic, glass, plastic, and foam. Although we specialize in custom projects, Mega Vision has developed its own extensive line of fixtures that can be acquired as-is or customized to meet your company’s brand expression.",3 August 2021,W.H. Stovall,63a52ae4e45bcae2d46b716c
"Firm concentrates its legal practice in the areas of:
Personal Injury, Medical Malpractice, Workers’ Compensation, Social Security Disability, Railroad Accidents, Estate Planning and Administration, Guardianships, Car and Truck Accidents.",3 August 2021,Net Ninjas,63a52ae4e45bcae2d46b716d
"A global leader of software, data solutions and technology-enabled expert services for the commercial real estate industry

Special for:",2 August 2021,"Guts Superpols Co., Ltd.",63a52ae4e45bcae2d46b716e
"The Beacon Insurance Company Limited is ranked as the fourth largest insurer in Trinidad and Tobago. Our roots go back to 1972 when Mr Aziz Hadeed founded The Caribbean Insurance Company, passing the proverbial baton to his son, Gerald Hadeed, who sits at the helm today. The company was rebranded as The Beacon Insurance Company in 1996. The early years of the company were characterised by direct personal relationships between Aziz and his clients, rather than through Brokers and after 45 years of cumulative growth, Beacon is now a regional player with Branch Offices and an Agency network that spans Trinidad & Tobago, Barbados, Grenada, St Lucia, St Vincent & The Grenadines, St Kitts & Nevis, and Dominica. Beacon therefore enjoys a reputation as an emerging giant in the regional insurance industry.",The Beacon Insurance Company Limited,The Beacon Insurance Company Limited,63a55f1eaf3cd017803f8ced
"SCHERDELWiesauplast ist ein international tätiger Hersteller für Baugruppen und Komponenten aus Kunststoff. Der Hauptsitz des Unternehmens ist in Wiesau, weitere Niederlassungen befinden sich in den USA, sowie ein eigenes Produktionswerk in Mexiko.
Seit mehr als 50 Jahren steht der Name Wiesauplast für Erfahrung, Kompetenz und Innovation in Sachen Kunststofftechnik, eines der ersten Produkte war die Blinkerleuchte für den legendären VW Käfer.
SCHERDELWiesauplast fertigt in Deutschland und Mexiko eine Vielzahl technischer Komponenten und Systeme, welche sicherheitsrelevante Funktionen With over 35 years of experience since our inception, GRANT & WEBER has established a reputation as a leading authority in all revenue solutions & receivables management services for healthcare, Credit Union & Financial, as well as, Insurance industries. Our services are delivered nationwide and including: Consulting, Insurance Billing & Follow-Up, Self Pay Billing & Customer Service Follow-Up, Self Pay Collections, Third Party Liability Recovery, Workers’ Compensation Recovery, Pre-Charge Off Account Management, Third Party Late Stage Collection Services, and Arbitration.",grantweber.com,grantweber.com,63a55f1faf3cd017803f8cee
"SCHERDELWiesauplast ist ein international tätiger Hersteller für Baugruppen und Komponenten aus Kunststoff. Der Hauptsitz des Unternehmens ist in Wiesau, weitere Niederlassungen befinden sich in den USA, sowie ein eigenes Produktionswerk in Mexiko.
Seit mehr als 50 Jahren steht der Name Wiesauplast für Erfahrung, Kompetenz und Innovation in Sachen Kunststofftechnik, eines der ersten Produkte war die Blinkerleuchte für den legendären VW Käfer.
SCHERDELWiesauplast fertigt in Deutschland und Mexiko eine Vielzahl technischer Komponenten und Systeme, welche sicherheitsrelevante Funktionen im Automobil übernehmen. Angefangen bei Steuergehäusen für den Bremskraftverstärker, Bremsﬂüssigkeitsbehältern für das hydraulische Bremssystem, über Bauteile für ABS und ESP-Systeme, Komponenten und Baugruppen des Klimamanagement bis hin zu hochtemperaturbeständigen Luft und Wasserkästen als wichtigen Bestandteilen des Thermomanagements. SCHERDELWiesauplast ist heute Weltmarktführer für einige Produkte, so ist weltweit ungefähr jedes dritte Automobil mit Kunststoffteilen von SCHERDELWiesauplast ausgestattet.
Doch SCHERDELWiesauplast ist nicht nur im Bereich Automobile hervorragend aufgestellt. Kunststoffteile werden in allen Bereichen des täglichen Lebens benötigt, und so arbeitet SCHERDELWiesauplast mit namhaften Herstellern in der Industrietechnik, der Medizintechnik und vielen weiteren Bereichen zusammen.",wiesauplast.de,wiesauplast.de,63a55f1faf3cd017803f8cef
,ni*usa.com,ni*usa.com,63a55f1faf3cd017803f8cf0
"The RKW Group is an independent private company headquartered in Mannheim, Germany, and is one of the world's leading manufacturers of excellent film solutions. RKW is the market leader in the areas of hygiene and agricultural films, films for the beverage industry and packaging for powdery goods. Moreover, the company also supplies films and nonwovens for medical applications, for the chemical and processing industries as well as for the construction sector. The RKW Group's sustainable plastic-based films enable its customers to improve the daily life of consumers worldwide.",rkw-group.com Disclose the compressed package password,rkw-group.com Disclose the compressed package password,63a55f1faf3cd017803f8cf1
Nissin Foods Do Brasil Ltda is a company that operates in the Food & Beverages industry. It employs 251-500 people and has $100M-$250M of revenue,nissin.com.br Disclose the compressed package password,nissin.com.br Disclose the compressed package password,63a55f1faf3cd017803f8cf2
"
                            
                            A small boutique CPA firm located in Irvine California. We provide tax and accounting services to individuals and their businesses. Hands on assistance with tax planning, tax compliance and various other matters. We believe getting to know our client...                        ","

                                Updated: 22 Dec, 2022,   23:02 UTC
                            
","
                                    thedonovancompany.com                                ",63a59472d6a9bedb9491554a
"
                            
                            Founded in 1908 and headquartered in Novi, Michigan, MAXION Wheels wheel manufacturer for passenger cars, light trucks, buses, commercial trucks, and trailers.                        ","

                                Updated: 22 Dec, 2022,   16:54 UTC
                            
","
                                    maxionwheels.com                                ",63a59473d6a9bedb9491554b
"
                            
                            Founded in 1983, Agri Obtentions, a subsidiary of INRAE, is an independent company specialised in creating and promoting varietal innovations.
Agri Obtentions' values are sustainable agriculture and innovation.

Agri Obtentions - a few key figures...                        ","

                                Updated: 21 Dec, 2022,   11:48 UTC
                            
","
                                    agriobtentions.com                                ",63a59473d6a9bedb9491554c
"
                            
                            Bavelloni SpA provides glass processing technology and services for the architectural, furniture and domestic appliance and solar industries.
We encrypted the network of this company. We also stole about 200GB of the date. Financial information. Sal...                        ","

                                Updated: 21 Dec, 2022,   08:38 UTC
                            
","
                                    bavelloni.com                                ",63a59473d6a9bedb9491554d
"
                            
                            Update : Images from downloaded files | 14TB Files | City of Westmount is a government administration. It encompasses an urban forest, numerous parks, and playgrounds, as well as cultural, religious and educationan                        ","

                                Updated: 21 Dec, 2022,   05:01 UTC
                            
","
                                    westmount.org                                ",63a59473d6a9bedb9491554e
"
                            
                            We are an organization helping our valued customers run their commercial operations in India.                        ","

                                Updated: 20 Dec, 2022,   23:56 UTC
                            
","
                                    teknowsource.in                                ",63a59473d6a9bedb9491554f
"
                            
                            L'Agenzia delle Entrate, operativa dal 1° gennaio 2001

Address: via Giorgione n. 106, 00147 Roma

Tax code / Vat number: 06363391001                        ","

                                Updated: 20 Dec, 2022,   11:10 UTC
                            
","
                                    agenziaentrate.gov.it                                ",63a59473d6a9bedb94915550
"
                            
                            At Mayflower Dental Group, we provide comprehensive care to all of our patients. We strive to ensure our patients have a thorough understanding of their dental health, and treatment options available to them, to keep their smile healthy.                        ","

                                Updated: 19 Dec, 2022,   14:51 UTC
                            
","
                                    mayflowerdentalgroup.com                                ",63a59473d6a9bedb94915551
"
                            
                            Jackson Kent Associates started trading in July 1997 and since then have built up a loyal customer base through mainly recommendation. We are a small company that offers personal service and a high level of expertise.                        ","

                                Updated: 19 Dec, 2022,   14:44 UTC
                            
","
                                    jka.co.uk                                ",63a59473d6a9bedb94915552
"
                            
                            Monte Cristalina SA is a holding company headquartered in Sao Paulo.A Monte Cristalina é a controladora da Igarapava Participações S.A.                        ","

                                Updated: 19 Dec, 2022,   14:41 UTC
                            
","
                                    Monte Cristalina S.A.                                ",63a59473d6a9bedb94915553
"
                            
                            Griffith Law Group is committed to the optimal resolution of all disputes in the most profitable, efficient and cost-effective way. When you contact our firm, we will work to develop a winning strategy tailored to your unique circumstances. This may...                        ","

                                Updated: 19 Dec, 2022,   14:25 UTC
                            
","
                                    rgvfirm.com                                ",63a59473d6a9bedb94915554
"
                            
                            Sha Tin Methodist College                        ","

                                Updated: 19 Dec, 2022,   14:21 UTC
                            
","
                                    stmc.edu.hk                                ",63a59474d6a9bedb94915555
"
                            
                            We’re an organisation focused exclusively on businesses. Whether you’re looking for comprehensive employment advice and support, learning and development to help your business and people grow, help to find skilled staff, business mentors, succession...                        ","

                                Updated: 19 Dec, 2022,   10:44 UTC
                            
","
                                    businesscentral.org.nz                                ",63a59474d6a9bedb94915556
"
                            
                            We are a kiwi-owned, responsive and agile, multi-disciplinary design and construct firm offering a seamless end-to-end service or a tailored single service solution to suit your needs.

Our business is built on strong client partnerships with local...                        ","

                                Updated: 19 Dec, 2022,   10:38 UTC
                            
","
                                    catalyst-group.co.nz                                ",63a59474d6a9bedb94915557
"
                            
                            Accuro is a New Zealand-owned, not for profit insurer. We put our 30,000 members before financial gain. 
When you combine our quality products with fast claims turnaround and our knowledgeable customer service 
team, it’s no wonder we are New Zeala...                        ","

                                Updated: 19 Dec, 2022,   10:36 UTC
                            
","
                                    accuro.co.nz                                ",63a59474d6a9bedb94915558
"
                            
                            SenateSHJ helps include government, healthcare, journalism, media, marketing, business consulting, digital and social strategy management,
as well as communication consulting. They help organizations solve their reputation, change, and engagement pr...                        ","

                                Updated: 19 Dec, 2022,   09:17 UTC
                            
","
                                    senateshj.com                                ",63a59474d6a9bedb94915559
"
                            
                            IT is a company that provides services in its field to many companies in New Zealand and Australia. 

Unfortunately, this company could not protect itself and its customers. As a result of our attack, more than 500 TB of customer data was encrypted...                        ","

                                Updated: 19 Dec, 2022,   09:16 UTC
                            
","
                                    mercuryit.co.nz                                ",63a59474d6a9bedb9491555a
"
                            
                            POLYFLOR

At Polyflor we believe that the products we choose can help us design for a better environment, both inside and out. Our collection of vinyl flooring, which is suitable for a variety of commercial and residential applications, makes a big...                        ","

                                Updated: 19 Dec, 2022,   09:11 UTC
                            
","
                                    polyflor.co.nz                                ",63a59474d6a9bedb9491555b
"
                            
                            http://lockbitfilzhrvt6eya2lvnp7te4iifzmwybendqclgujqbzu3k4gaid.onion/r/1ZNrsbGHX3#BXhphmkiNO2M0T0anblJ/c3K8M1gevxWw9YHECW7SEU=



Hawana Salalah is Oman’s largest and fastest growing tourism destination. Freehold homes, hotels, dining, activitie...                        ","

                                Updated: 16 Dec, 2022,   09:16 UTC
                            
","
                                    hawanasalalah.com                                ",63a59474d6a9bedb9491555c
"
                            
                            World-Class Distributor of Functional Ingredients | Prinova® (a NAGASE Company).
1.6 TB of data. Enjoy.                        ","

                                Updated: 15 Dec, 2022,   16:24 UTC
                            
","
                                    prinovaglobal.com                                ",63a59474d6a9bedb9491555d
"
                            
                            revenue 19kk

	We maintain commercial kitchens - a team of technicians in vans, looking after cookers, fridges and dishwashers. 
We do this around the country for major corporate customers, education, healthcare, major venues and the public sector...                        ","

                                Updated: 15 Dec, 2022,   03:06 UTC
                            
","
                                    mcft.com                                ",63a59474d6a9bedb9491555e
"
                            
                            The establishment of the company dates back to October 1930 when Takichi Nakagawa started the manufacturing and sales of refrigeration equipment. In July 1947, the company joined Kitagawa Kogyo Co., Ltd. (now Kitagawa Hutec Co., Ltd.) as a machinery...                        ","

                                Updated: 14 Dec, 2022,   11:52 UTC
                            
","
                                    ryokikogyo.co.jp                                ",63a59474d6a9bedb9491555f
"
                            
                            Ton Duc Thang University ( TDTU ) is a public university, providing undergraduate and postgraduate training and science and technology activities.                        ","

                                Updated: 14 Dec, 2022,   01:27 UTC
                            
","
                                    tdtu.edu.vn                                ",63a59474d6a9bedb94915560
"
                            
                            Brunoy is a commune in the southeastern suburbs of Paris, Île-de-France, France. It is located 20.6 km (12.8 mi) from the center of Paris. The tenor Louis Nourrit (1780–1831) died in Brunoy.

The city has a church Saint-Medard, richly decorated in...                        ","

                                Updated: 13 Dec, 2022,   22:18 UTC
                            
","
                                    brunoy.fr                                ",63a59474d6a9bedb94915561
"
                            
                            Japan International Eye Hospital brings together experienced ophthalmologists from Vietnam and Japan, regularly updating new technologies and treatment methods in ophthalmology through training courses, conferences and seminars. domestic and internat...                        ","

                                Updated: 13 Dec, 2022,   21:21 UTC
                            
","
                                    jieh.vn                                ",63a59474d6a9bedb94915562
"
                            
                            company name
Toko Co., Ltd.
founding
September 1937
Established
January 4, 1950 (date of incorporation)
representative
Representative Director and President Masashi Higashi
capital
¥45,000,000
Business content
Design, manufacture and sale...                        ","

                                Updated: 13 Dec, 2022,   20:44 UTC
                            
","
                                    k-toko.com                                ",63a59474d6a9bedb94915563
"
                            
                            Thai Ho Group Initially founded in Kaohsiung Taiwan in 1980, to later expand its operations overseas to Shanghai, China in 1992. Until now, it has established Shanghai Lafancy Cosmetics Co Ltd, Lee Shin Bio-Tech Cosmetics (Shanghai) Co Ltd, with over...                        ","

                                Updated: 13 Dec, 2022,   20:16 UTC
                            
","
                                    thaiho.com                                ",63a59474d6a9bedb94915564
"
                            
                            http://lockbitfile2tcudkcqqt2ve6btssyvqwlizbpv5vz337lslmhff2uad.onion/r/DXuKJWY0eD#6curZQP7EcDMZNJGbVqwYQFVf+h6/k+KRbHCRgwO6Rw=


Located in the heart of New Kingston, Jamaica’s emerging business capital, the R Hotel Kingston seamlessly blends bou...                        ","

                                Updated: 13 Dec, 2022,   18:09 UTC
                            
","
                                    rhotelja.com                                ",63a59474d6a9bedb94915565
"
                            
                            Founded in 1917, Myerson is a globally recognized dental manufacturing company                        ","

                                Updated: 13 Dec, 2022,   15:13 UTC
                            
","
                                    myersontooth.com                                ",63a59474d6a9bedb94915566
"
                            
                            Norseman is the largest supplier and manufacturer of industrial fabric and foam products in North America. Fiercely Reliable™ since 1921, we have provided customers with sustainable, innovative and durable protection solutions designed to improve ope...                        ","

                                Updated: 13 Dec, 2022,   14:38 UTC
                            
","
                                    norseman.ca                                ",63a59474d6a9bedb94915567
"
                            
                            Revenue 14kk

	Excentia Human Services is a nonprofit organization in Lancaster County that provides services for people with 
developmental needs and autism throughout the lifespan. These services can begin at birth with therapeutic and 
educati...                        ","

                                Updated: 13 Dec, 2022,   09:35 UTC
                            
","
                                    excentiahumanservices.org                                ",63a59474d6a9bedb94915568
"
                            
                            rkfoodland.com
Radhakrishna Foodland Pvt. Ltd.
Since 1987, we have been at the helm of the Indian catering and retail ecosystem and have developed people, processes and technologies to create a sustainable best-in-class operational model for food s...                        ","

                                Updated: 13 Dec, 2022,   09:01 UTC
                            
","
                                    rkfoodland.com                                ",63a59475d6a9bedb94915569
"
                            
                            Sentenia Systems
Sentenia Systems is a premier technology solutions provider with over 30 years in the industry.  We are well known for our ability to professionally meet the demanding requirements of our customers. Our longstanding relationships, c...                        ","

                                Updated: 13 Dec, 2022,   04:53 UTC
                            
","
                                    sentenia.net                                ",63a59475d6a9bedb9491556a
"
                            
                            veolus.com
igsasolutions.com.mx
dalkia.com.mx
all three companies were on the same corporate network
ISDOM\administrator:mamarre#20
Veolus is a company made up of a team of professionals and experts who develop, implement and manage comprehensiv...                        ","

                                Updated: 12 Dec, 2022,   10:32 UTC
                            
","
                                    veolus.com                                ",63a59475d6a9bedb9491556b
"
                            
                            The philosophy of LUXE PRINTING CO., LTD. is to persistently provide customers with the highest quality products and flawless services to continue to meet the business needs of customers and create a win-win situation. We assist customers in related...                        ","

                                Updated: 12 Dec, 2022,   10:09 UTC
                            
","
                                    luxeprint.com.tw                                ",63a59475d6a9bedb9491556c
"
                            
                            State of California - Department of Finance is a company that operates in the Government industry. It employs 251-500 people.

76GB stolen data: Databases, confidential data, financial documents, certification, court and sexual proceedings in court...                        ","

                                Updated: 12 Dec, 2022,   10:01 UTC
                            
","
                                    dof.ca.gov                                ",63a59475d6a9bedb9491556d
"
                            
                            A financial institution that provides credit to the public in various sectors, and performs financial leasing and financial factoring operations.                        ","

                                Updated: 12 Dec, 2022,   09:59 UTC
                            
","
                                    financierareyes.com.mx                                ",63a59475d6a9bedb9491556e
"
                            
                            Since 1968, Sentec has been a leader in the automotive, electronics, and semiconductor industries, forging integrated solutions ranging from manufacturing materials to various devices and systems. Beginning with a focus on emissions control systems,...                        ","

                                Updated: 12 Dec, 2022,   09:48 UTC
                            
","
                                    sentecgroup.com                                ",63a59475d6a9bedb9491556f
"
                            
                            Country, Venezuela
Amazing Global de Venezuela is a company working in the field of information technology and services.

Centro Empresarial Incom / 1-2 y 2-1 piso 1 / oficina Calle 2 Entre Calles, Caracas, 1073, Venezuela                        ","

                                Updated: 12 Dec, 2022,   08:55 UTC
                            
","
                                    amazing-global.com                                ",63a59475d6a9bedb94915570
"
                            
                            At Colonial General, our goal is to offer top quality insurance products and solutions to independent agents.  We are a family-owned business since 1995, offering generations of knowledge & experience. Our employees take pride in developing trusted r...                        ","

                                Updated: 11 Dec, 2022,   23:18 UTC
                            
","
                                    colonialgeneral.com                                ",63a59475d6a9bedb94915571
"
                            
                            Independence S.A. is a Colombian company with 40 years of experience in the drilling and maintenance of oil and gas wells.

independence.com.co\aramos:Marzo04*
180 GB DATA                        ","

                                Updated: 11 Dec, 2022,   11:59 UTC
                            
","
                                    independence.com.co                                ",63a59475d6a9bedb94915572
"
                            
                            La Calera Agrícola is a leading company in citrus production and exports in Peru, with more than 3,000 ha planted in the cost of Peru. It mainly produces mandarins                        ","

                                Updated: 11 Dec, 2022,   11:39 UTC
                            
","
                                    lacalera.pe                                ",63a59475d6a9bedb94915573
"
                            
                            CPIC is the first manufacturer to produce E-glass fiber by the direct-melt process in China, in year of 1986.                        ","

                                Updated: 11 Dec, 2022,   11:39 UTC
                            
","
                                    cpicfiber.com                                ",63a59475d6a9bedb94915574
"
                            
                            Continue to build on company strength of low rise residential estate development Continue to build on company strength of low rise residential estate development
Leverage Chuan

Chuen brand and ensure to make quality value for money homes.
Chuen""...                        ","

                                Updated: 11 Dec, 2022,   11:27 UTC
                            
","
                                    mk.co.th                                ",63a59475d6a9bedb94915575
"
                            
                            Nihonsakari Co. , Ltd
Nihonsakari Co., Ltd. ( Nihonsakari Co., Ltd. ) is a Japanese sake brewing company headquartered in Yokai-cho, Nishinomiya City , Hyogo Prefecture , and a sake brewing brand released by the company. A sake brewer in Nishinomiya...                        ","

                                Updated: 11 Dec, 2022,   10:44 UTC
                            
","
                                    Nihonsakari Co. , Ltd                                ",63a59475d6a9bedb94915576
"
                            
                            Quantum Consulting Engineers is a Seattle based structural engineering firm specializing in the structural design for new and existing buildings.                        ","

                                Updated: 11 Dec, 2022,   10:37 UTC
                            
","
                                    Quantumce.com                                ",63a59475d6a9bedb94915577
"
                            
                            Data: 285GB: confidential folders, HR, passports, investigations, incidents, audit, budget, president and more



Meet OCU.
As a top liberal arts & sciences university, Oklahoma City University has been leading students to their creative edge fo...                        ","

                                Updated: 11 Dec, 2022,   10:36 UTC
                            
","
                                    okcu.edu                                ",63a59475d6a9bedb94915578
"
                            
                            Welcome to Castle Mark
Castle Mark is a leading office seating, lounge/motion seating, and sofa manufacturer located in Dong Guan, China. The company employs over 1000 people in 3 locations.  Its corporate headquarters is located in TaoYuan, Taiwan....                        ","

                                Updated: 11 Dec, 2022,   10:24 UTC
                            
","
                                    castemark.tw                                ",63a59475d6a9bedb94915579
"
                            
                            Downloaded 354gb COMMERCIAL and CONTRACTS. 
34gb: HR 24gb, Planning 4gb, Credit 4gb.

Founded in 1898, Overseas AST was a major construction company based in Europe. In 1959 Overseas AST established operations in Dubai and in 1964 the business was...                        ","

                                Updated: 11 Dec, 2022,   10:23 UTC
                            
","
                                    overseas-ast.com                                ",63a59475d6a9bedb9491557a
"
                            
                            90k files
Na loja online da Caçula você encontra em um só lugar itens de papelaria, aviamentos, artesanato, desenho e pintura, casa e decoração e muito mais.
Copyright © 2015 Caçula
Corporativo: 21 3878-8852
Venda Externa (Representantes Comercia...                        ","

                                Updated: 11 Dec, 2022,   10:16 UTC
                            
","
                                    cacula.com                                ",63a59475d6a9bedb9491557b
"
                            
                            Today we offer over 111 unique puzzle designs, devided into 2 well-known brand names: Eureka 3D Puzzles and Huzzle Cast Puzzles.  Both ranges find their way to more than 40 countries. 
In 2010 we created our own activity range Acrobat, which mostly...                        ","

                                Updated: 11 Dec, 2022,   10:13 UTC
                            
","
                                    eureka-puzzle.eu                                ",63a59475d6a9bedb9491557c
"
                            
                            Gulf Coast Windows is an award-winning provider & installer of replacement windows, entry doors, patio doors and more serving the Greater Houston Metropolitan                        ","

                                Updated: 11 Dec, 2022,   10:13 UTC
                            
","
                                    gulfcoastwindows.com                                ",63a59475d6a9bedb9491557d
"
                            
                            When Larry Conger founded Conger Construction Group in 1992, he had a vision of building a company that would act with integrity in every project, no matter what the challenge. Since then, we’ve established ourselves as one of the most respected cons...                        ","

                                Updated: 11 Dec, 2022,   10:12 UTC
                            
","
                                    congerbuilt.com                                ",63a59476d6a9bedb9491557e
"
                            
                            Eeckman Art & Insurance, today directed by Marc and Eric Hemeleers, grandsons of the founder, has acquired in three generations a reputation of excellence in providing advice on insurance matters pertaining to the art world. Eeckman Art & Insurance o...                        ","

                                Updated: 11 Dec, 2022,   10:09 UTC
                            
","
                                    eeckman.eu                                ",63a59476d6a9bedb9491557f
"
                            
                            Manufactures and sells campers. It features a light truck with a back camera and a flat body with a refrigerator. It also conducts maintenance, and also sells parts for automobiles and imported cars.
facebook.com/NelsonsAutohaus/                        ","

                                Updated: 11 Dec, 2022,   10:07 UTC
                            
","
                                    nelsonautohaus.com                                ",63a59476d6a9bedb94915580
"
                            
                            POLYCUBE
COMPANY LIMITED
3 Promphan 3 Building, 9th Floor Soi Ladprow 3, Ladprow Road, Jomphol, Jatujak, Bangkok 10900 Thailand
 Phone: (+66) 2024-6826. Email: contact@dcc.co.th.                        ","

                                Updated: 11 Dec, 2022,   10:03 UTC
                            
","
                                    polycube.co.th                                ",63a59476d6a9bedb94915581
"
                            
                            Crown Retail Services provides strategic retail leasing and tenant representation services throughout major urban cities across the United States and Canada.  Based in New York, we ensure client success through our extensive experience in retail real...                        ","

                                Updated: 11 Dec, 2022,   08:26 UTC
                            
","
                                    crtl.com                                ",63a59476d6a9bedb94915582
"
                            
                            diakonissen-riehen.ch
Geistlich-diakonischen Zentrum Riehen                        ","

                                Updated: 10 Dec, 2022,   14:03 UTC
                            
","
                                    diakonissen-riehen.ch                                ",63a59476d6a9bedb94915583
"
                            
                            Betoncentrale in Noorwegen                        ","

                                Updated: 10 Dec, 2022,   14:01 UTC
                            
","
                                    elementnor.no                                ",63a59476d6a9bedb94915584
"
                            
                            BYP Global was arrested 35 years ago to offer a full range of marketing engineering services to beverage and spirits companies.
Avda. San Francisco Javier, 9
4ª planta, módulo 26
41018 Sevilla, Spain
+34 955 947 907
info@byp-global.com
115k fil...                        ","

                                Updated: 10 Dec, 2022,   14:01 UTC
                            
","
                                    byp-global.com                                ",63a59476d6a9bedb94915585
"
                            
                            Centrum Rehabilitacji KiMed oferuje Państwu szeroki wachlarz usług fizjoterapeutycznych w zakresie rehabilitacji ruchowej. Nasze Centrum posiada salę do kinezyterapii i do fizykoterapii oraz gabinet masażu. Leczymy schorzenia układu nerwowego, kostne...                        ","

                                Updated: 10 Dec, 2022,   13:55 UTC
                            
","
                                    kimed.pl                                ",63a59476d6a9bedb94915586
"
                            
                            Experience since 1969

Centrally located between Augsburg and Munich, Ring-Plastik has been manufacturing high-quality plastic parts since 1969. From the development and design of their products to series production, we accompany our customers in t...                        ","

                                Updated: 10 Dec, 2022,   13:52 UTC
                            
","
                                    ring-plastik.de                                ",63a59476d6a9bedb94915587
"
                            
                            Sociedad Bilbaina is a health, wellness and fitness company. The company employs 101–250 people and generates between $10 million and $25 million in revenue. The company headquarters is located in Bilbao, Basque Country, Spain
Revenue:

$24 Millio...                        ","

                                Updated: 10 Dec, 2022,   13:43 UTC
                            
","
                                    sociedadbilbaina.com                                ",63a59476d6a9bedb94915588
"
                            
                            Decades of know-how and innovation in hardwood processing. Groupe Savoie is truly your best resource when looking for a reliable hardwood sourcing partner.
Founded in 1978, we have carved an enviable reputation as a leading producer of a wide range...                        ","

                                Updated: 10 Dec, 2022,   13:38 UTC
                            
","
                                    groupesavoie.com                                ",63a59476d6a9bedb94915589
"
                            
                            Web Nordeste manufactures equipment and provides services for the Oil & Gas industry, according to API standards. Files contains Administrative and Finance files                        ","

                                Updated: 10 Dec, 2022,   13:34 UTC
                            
","
                                    webnordeste.com.br                                ",63a59476d6a9bedb9491558a
"
                            
                            Phoenix Silicon International was established in 1997, and was started from Wafer Reclaim Department. Then, it developed to Wafer Thinning Department and Wafer Integration Department. PSI takes technological innovation and high quality as the goals,...                        ","

                                Updated: 10 Dec, 2022,   13:32 UTC
                            
","
                                    psi.com.tw                                ",63a59476d6a9bedb9491558b
"
                            
                            Clestra Hauserman is the result of a powerful story written by the energy of successive generations of passionate men and women. It is the story of Clestra Hauserman’s staff past and present, as well as its clients, its partner architects and designe...                        ","

                                Updated: 10 Dec, 2022,   13:01 UTC
                            
","
                                    clestra.com                                ",63a59476d6a9bedb9491558c
"
                            
                            Stavební botové družstvo Stavbař is a reliable cooperative with many years of tradition and experience. It has been implementing cooperative housing projects since 1966. With its range of services and number of members, it ranks among the largest hou...                        ","

                                Updated: 10 Dec, 2022,   12:59 UTC
                            
","
                                    stavbar.cz                                ",63a59476d6a9bedb9491558d
"
                            
                            OEHC — Office d’Equipement Hydraulique de Corse                        ","

                                Updated: 10 Dec, 2022,   12:55 UTC
                            
","
                                    oehc.corsica                                ",63a59476d6a9bedb9491558e
"
                            
                            大宮化成株式会社 大宮化成は、変化する時代のニーズに応え、産業の発展に貢献します。 大宮化成の事業は、大きく四つの分野に分かれます。

--------------------------------------------------------------
(C710)
http://www.netricoh.com/
soumu@oomiya.co.jp...                        ","

                                Updated: 10 Dec, 2022,   12:46 UTC
                            
","
                                    oomiya.co.jp                                ",63a59476d6a9bedb9491558f
